# 	N Mean
1	1,5205600E+00
2	8,51856000E-01
3	1,85185600E+00
4	2,85185600E+00
5	1,23665000E+00
6	9,62654000E-01
7	8,25942000E-01
8	8,85785000E-01
9	7,68845000E-01
10	7,58152000E-01
11	7,28519000E-01
12	7,41693000E-01
13	6,91898000E-01
14	6,81063000E-01
15	7,59438000E-01
16	8,21259000E-01
17	8,26311000E-01
18	8,44399000E-01
19	7,69683000E-01
20	7,72245000E-01
21	6,90181000E-01
22	6,46475000E-01
23	5,92789000E-01
24	6,26945000E-01
25	5,80669000E-01
26	5,66137000E-01
27	5,22553000E-01
28	4,79834000E-01
29	5,32142000E-01
30	5,02896000E-01
31	5,04054000E-01
32	5,35720000E-01
33	5,44877000E-01
34	5,25560000E-01
35	5,36620000E-01
36	5,37627000E-01
37	5,36089000E-01
38	5,72464000E-01
39	5,54646000E-01
40	5,73631000E-01
41	5,73792000E-01
42	5,91315000E-01
43	5,82231000E-01
44	6,07057000E-01
45	5,90232000E-01
46	5,78648000E-01
47	5,96617000E-01
48	6,20793000E-01
49	5,91987000E-01
50	6,17107000E-01
51	6,16339000E-01
52	5,90221000E-01
53	5,71097000E-01
54	5,78848000E-01
55	5 0,5987
56	5,88842000E-01
57	5,64345000E-01
58	5,38410000E-01
59	5,35608000E-01
60	5,13169000E-01
61	5,00082000E-01
62	5,22853000E-01
63	5,41643000E-01
64	5,57442000E-01
65	5,45789000E-01
66	5,46902000E-01
67	5,40615000E-01
68	5,51499000E-01
69	5,51298000E-01
70	5,57753000E-01
71	5,58275000E-01
72	5,38269000E-01
73	5,35182000E-01
74	5,52213000E-01
75	5,68749000E-01
76	5,76567000E-01
77	5,67168000E-01
78	5,75481000E-01
79	5,79842000E-01
80	5,73370000E-01
81	5,79422000E-01
82	5,66233000E-01
83	5,63271000E-01
84	5,76091000E-01
85	5,86815000E-01
86	5,79887000E-01
87	5,69623000E-01
88	5,82242000E-01
89	5,76274000E-01
90	5,81649000E-01
91	1 0,5958
92	5,97649000E-01
93	6,01674000E-01
94	6,12039000E-01
95	6,08951000E-01
96	6,21065000E-01
97	6,16676000E-01
98	6,25121000E-01
99	6,29440000E-01
100	6,40474000E-01
101	6,38564000E-01
102	6,28847000E-01
103	6,40710000E-01
104	6,51476000E-01
105	6,39967000E-01
106	6,49431000E-01
107	6,51990000E-01
108	6,48693000E-01
109	6,50620000E-01
110	6,43280000E-01
111	6,49719000E-01
112	6,43225000E-01
113	6,40551000E-01
114	6,32110000E-01
115	6,22810000E-01
116	6,15964000E-01
117	6,16421000E-01
118	6,13311000E-01
119	6,04030000E-01
120	6,13333000E-01
121	6,02557000E-01
122	5,92522000E-01
123	5,91659000E-01
124	5,97221000E-01
125	6,08078000E-01
126	6,17577000E-01
127	6,21008000E-01
128	6,17325000E-01
129	6,22224000E-01
130	6,18253000E-01
131	6,12637000E-01
132	6,05698000E-01
133	6,06809000E-01
134	6,00290000E-01
135	5,91823000E-01
136	5,96268000E-01
137	5,87364000E-01
138	5,93111000E-01
139	5,85192000E-01
140	5,89835000E-01
141	5,80145000E-01
142	5,89090000E-01
143	5,79079000E-01
