43607508686188300,00
25775317072763700,00
41323968950344200,00
41937601339042900,00
46465894317471300,00
17902054771735300,00
23408910228595500,00
40729183792476100,00
21110988432127500,00
32158798231817200,00
29095882074486400,00
35154836990476900,00
24591378911673700,00
30536036407824600,00
48089189006988500,00
46647802720148000,00
35428469118396000,00
38691877177307300,00
15664102214232100,00
34278755050282300,00
10652022864973100,00
19715470825189400,00
15489263071440700,00
42167070169079600,00
16267163570163300,00
26037775769847300,00
15191617871258200,00
14352352081030700,00
49956980720142300,00
18730276212436200,00
30517295776175900,00
43564489387704200,00
34505593303826400,00
21841264707893700,00
35502090708120700,00
30971487602671300,00
29743319479629000,00
48911000955342700,00
21700671376521000,00
40854307911756500,00
31069799168533500,00
40796553451007400,00
26009144883607100,00
45661178080207200,00
21332589840205600,00
24098333890595600,00
42308980800355300,00
46761058958601600,00
12790211049276500,00
47973083014587400,00
31039814008884000,00
13442233914249600,00
17688553839776900,00
36529077080324700,00
45609304101955700,00
23955717409940300,00
12566852831545600,00
10800921954587500,00
28308069490971000,00
12523833533061500,00
19531198167023800,00
48825365267147000,00
46088322939392300,00
44036791470850200,00
20666629975040700,00
31590413628886600,00
25008279054895100,00
40409949454669800,00
30501414565602900,00
36708950431416200,00
31264257366426400,00
11571213734136500,00
27505503863797200,00
47273402250033500,00
47232391814343800,00
38838093722629400,00
21371736122002700,00
39541372596072600,00
35599152662604600,00
24161947189905600,00
37514455610660100,00
16638966652862200,00
27604181104155300,00
45203009450437000,00
43168043733187000,00
23213485187484600,00
19158726841750800,00
45734896583359100,00
24014407142072100,00
37466796332721900,00
48258730116420700,00
33545605327722400,00
36292161581242500,00
44347053037186600,00
27582396779946200,00
46958791556283200,00
25937466666073200,00
42590675853467800,00
37368741010953000,00
46438881231676200,00
29299626266257600,00
18632998358753000,00
48010094965812700,00
46805130148681400,00
15906400590160100,00
45242486780156600,00
35643223852684300,00
27278136730789200,00
34783859357602800,00
21242376496662500,00
41440083920694900,00
22298314949636400,00
27881343168151200,00
19044265006223800,00
17501324381447000,00
21049386882711800,00
32257750212334900,00
26660051223197900,00
16784283447444500,00
46272157354407000,00
14126847537293400,00
15043013563865300,00
29817762663503000,00
40419009137162400,00
49390066601051900,00
47400159462075700,00
37377800674819200,00
25327533248498800,00
39990835296917100,00
24746541667145900,00
21766414480175000,00
19290461544548300,00
33379540025898900,00
19776509427361400,00
16095591674603300,00
39285940634685500,00
15018996188891500,00
41738815527287600,00
16564077346848300,00
39802855565120800,00
12981192023950200,00
48004161267543200,00
12101170496130900,00
30862535192101500,00
17048426255140600,00
19602494896204400,00
41911922074813300,00
39306176467475500,00
36262546119402400,00
48696205540884300,00
35578333821882600,00
40389393675322300,00
13739219086123200,00
15396096466759200,00
30808402793858300,00
13129285668548700,00
12796255910208500,00
18186203450051200,00
28456818935674000,00
42787091207125700,00
32932745135823600,00
40223233415849100,00
12077552751674100,00
16312285143096100,00
49999742843210500,00
18173144426277400,00
45598225777781600,00
15018739032102100,00
49911959972191500,00
12162303106003500,00
44821594597223000,00
12893151977515300,00
10166464354920400,00
46922765093353900,00
33755687169616800,00
17214890628687500,00
16525259970931900,00
25667609225803800,00
46521067096163000,00
42787806108960700,00
24363814748061700,00
32099400899419200,00
33177199765656700,00
28103033834184900,00
37495497384804900,00
13985602540888600,00
31232319521360200,00
40291753295013500,00
22171805990939800,00
49689138457034300,00
33078844502139200,00
45104551126763400,00
39912371854257000,00
35156397253813400,00
11416836269859600,00
39912114678841100,00
43329541680090800,00
47015062047641200,00
44930853710943200,00
43241501633655900,00
49177365172271300,00
39752448289539800,00
46134653611171300,00
49343829527191700,00
36675213382893800,00
29890340762161800,00
16558720137252800,00
43200473353825700,00
45557950006592000,00
13079787233415800,00
35988279444160000,00
19921764736027300,00
35179188132835100,00
19165479191190300,00
38024798588838800,00
22674685499013700,00
23151081732078900,00
19257118091572500,00
12966438794027200,00
35322887741645200,00
18946256529980400,00
36045283296166500,00
30427438849782300,00
48858628384237400,00
21201680531353500,00
31844275119641900,00
38770743044452100,00
14531222192817900,00
28859337167283200,00
33701596755395400,00
47772723845100300,00
28036702320928000,00
23454045026308800,00
43907377437645200,00
27380531829493300,00
10129258390576200,00
23797718199807000,00
33939251985372600,00
43329731763028400,00
19355668187772700,00
37019039218788500,00
29318011188562000,00
29277432923800000,00
22198227332997200,00
38483490398378800,00
17302231494012300,00
34872912850637400,00
11634572111831300,00
26559349585584900,00
37839351644664700,00
36957459853476500,00
35505606115565400,00
23884634922204800,00
17384898703258900,00
34364234481176400,00
